20,16
15,18
11,78
44,83
80,44
58,16
53,53
10,17
38,13
16,13
15,11
14,14
58,81
79,18
66,83
59,15
30,83
48,12
78,48
76,74
13,37
68,14
78,18
15,32
85,47
14,38
80,11
78,71
80,45
65,44
12,10
85,81
37,12
80,24
87,83
57,84
12,55
71,83
68,78
70,83
56,45
11,24
80,45
13,68
81,84
85,12
78,16
41,24
87,20
19,17
20,15
15,13
80,42
86,81
87,47
16,14
87,16
14,57
80,19
82,46
86,15
13,11
61,83
80,45
48,79
51,24
48,75
14,37
78,16
42,86
58,15
80,53
76,74
85,77
72,84
29,13
80,45
86,77
12,55
12,76
87,77
84,76
57,44
83,84
20,15
29,84
56,72
56,83
66,42
42,53
72,54
76,73
13,28
65,41
84,76
28,10
78,22
29,81
77,14
15,14
73,84
11,46
65,73
85,53
15,59
72,84
76,45
81,82
65,43
76,87
83,46
14,87
22,84
58,15
44,84
87,48
74,13
52,24
46,72
87,76
45,12
88,78
87,76
87,16
87,16
72,84
83,43
13,56
14,58
83,83
10,75
88,16
85,14
37,60
82,45
14,36
66,42
67,83
47,45
78,12
57,41
87,79
85,83
13,83
86,76
13,17
82,54
29,16
15,37
13,77
87,15
77,76
78,87
54,54
60,83
83,75
12,24
78,16
16,59
14,85
78,77
14,85
87,16
87,87
76,13
81,53
78,11
41,24
19,17
82,53
18,88
86,76
57,44
68,54
69,46
13,82
77,15
65,24
13,83
76,75
12,85
79,19
75,44
59,45
64,73
82,47
59,15
71,54
86,76
87,17
13,27
47,45
58,81
86,15
16,15
76,87
78,78
84,47
77,13
53,54
13,27
86,76
68,79
79,19
36,42
17,13
85,76
14,20
81,13
57,72
11,84
87,79
16,88
86,51
70,54
75,75
56,83
58,75
78,78
85,47
16,86
74,13
63,73
56,83
82,47
47,73
87,80
83,75
41,24
12,48
13,84
27,84
74,22
13,83
87,16
13,28
88,78
78,16
82,43
51,53
20,15
64,24
10,72
38,13
58,44
65,24
19,88
16,17
12,68
42,73
76,75
15,91
65,74
87,51
28,84
83,19
57,84
78,15
48,48
16,19
19,15
47,14
75,24
76,10
14,84
80,45
78,78
45,83
13,84
84,75
16,84
87,80
80,45
75,72
13,83
65,14
52,53
45,83
85,15
55,57
45,84
12,87
80,45
84,75
13,15
28,83
83,78
84,76
87,76
75,24
14,38
73,85
60,53
13,86
89,17
47,72
78,16
84,84
16,14
13,39
66,72
12,55
84,84
13,16
16,85
59,83
85,14
47,46
68,76
64,23
57,44
76,77
86,20
57,14
84,54
49,75
73,84
12,78
80,44
37,64
85,76
83,83
78,77
57,42
46,24
46,42
53,72
86,76
67,43
72,11
13,57
82,52
47,12
59,15
73,85
20,16
73,85
53,70
71,83
66,14
12,59
75,54
57,84
76,23
65,23
57,14
79,14
68,46
82,84
73,86
13,19
86,74
80,45
83,84
82,53
57,82
11,21
80,45
81,22
83,84
83,83
78,19
13,68
82,85
60,55
86,76
48,77
57,16
57,84
78,12
12,57
78,88
87,16
88,78
66,13
49,77
47,74
48,81
53,54
31,84
65,25
81,52
86,77
66,24
31,84
13,85
84,46
85,15
76,43
47,14
14,28
57,58
12,85
85,76
45,53
17,87
85,45
82,18
13,87
82,83
78,43
66,44
72,84
84,45
47,84
71,83
87,47
77,87
84,44
13,86
29,15
46,74
16,14
57,45
48,43
37,13
30,12
20,15
85,76
48,47
84,82
86,78
45,84
16,88
37,43
58,14
45,84
13,88
